User_ID,Age,Gender,Location,Fashion_Item,Brand,Price,Rating,Review_Text,Sentiment,Purchase_Decision,Trendy_Score,Review_Date
929144f1-d8c2-4cc3-a797-76cdf166d918,35,Female,Nicaragua,Jacket,Uniqlo,221.0,4,Report run require shoulder score moment a debate skill address wrong reveal soldier production college five middle drop apply.,Positive,Yes,63,2021-05-06
300ff562-1907-415e-a257-b1ccdb28b61d,22,Male,Madagascar,Jeans,Uniqlo,120.0,1,Design share after social like job many central enter across statement guy because fear.,Negative,Yes,88,2020-04-10
b30a9340-0d66-4543-bfe8-35dfeb1e5d70,22,Other,Greece,Shoes,Gucci,268.0,2,Start there own from others challenge certainly wonder sort along establish body recognize question bar.,Neutral,Yes,96,
93039fb8-ba15-4b0b-9c2a-8442be774140,23,Female,Kiribati,T-shirt,Uniqlo,445.0,1,Happy clearly radio for third bill partner of life today may mouth and.,Positive,Yes,9,2023-08-13
f7820e03-036c-4de6-8873-5cfcd5aa969b,21,Male,Western Sahara,Bag,Zara,317.0,1,Allow lawyer cut per stage woman ok green idea piece mouth big machine military point.,Positive,No,62,2024-01-24
6180fec1-2193-43a8-a9fb-aa47d90b93c5,38,Female,Trinidad and Tobago,T-shirt,Gucci,171.0,4,I why quickly after never her sense worry very.,Positive,Yes,59,2023-05-03
86bedcb9-2992-4aaf-a5f7-17fa6ea035b4,45,Male,Greece,Jacket,Uniqlo,478.0,4,Send opportunity blood continue face finally former seem late machine most church among.,Neutral,Yes,27,2022-11-19
dd7cc2db-0f7c-4143-9d43-830af77d8ae6,49,Female,Montserrat,Shoes,Nike,301.0,4,Responsibility worry article though over choice turn approach something need performance national ever.,Neutral,Yes,31,2020-07-28
af1c7f2c-24f1-404a-a197-eb3b51b895bb,50,Female,Maldives,Jacket,Zara,260.0,4,Ground with suddenly enough special try stop move according.,Neutral,Yes,50,2021-02-16
0afca3e9-8e5a-4766-9dcf-8020833d00a6,29,Other,Faroe Islands,Jacket,H&M,292.0,1,History future order trial capital unit effort detail space political gun now behavior region structure official interesting.,Positive,Yes,100,2024-03-22
5453118b-70aa-4197-af73-61bceabd2d8d,30,Male,United Arab Emirates,Dress,Nike,58.0,4,Professional its mission claim attack fill buy mention face remember drive evening benefit talk senior.,Positive,No,98,2020-11-10
476f81f4-3e75-49f9-b8ec-b4d4778a65b8,20,Male,Swaziland,Jeans,Zara,155.0,3,Chair him will particular my event into I account task.,Positive,No,55,2024-10-07
35176431-1ddd-42b2-86d5-b7d584623aa8,19,Female,Chile,T-shirt,H&M,300.0,5,Individual safe reality probably gas movie economic one right agent guy write nation.,Negative,Yes,54,2022-12-11
fb315cf5-6d10-47b8-be24-ce06a23912ec,42,Female,Greece,T-shirt,Zara,487.0,2,Behavior challenge fine organization begin country west daughter young place hot.,Negative,Yes,18,2023-07-05
7cc73e7e-31fe-4d4a-ab1d-c7614953fd54,39,Female,Argentina,T-shirt,Zara,279.0,3,Man answer green late modern candidate a land suffer now maintain different arrive near certainly lay marriage enough hope.,Positive,Yes,37,2021-03-12
f491b91c-cfcf-4eee-8742-5ace2e645da8,36,Female,Samoa,Jacket,Uniqlo,278.0,4,Place through hand style teach test about simple rather usually economic able she threat at move hour see however important.,Positive,Yes,76,2024-10-15
ed3b8083-ada5-4c04-b904-04b2225b1120,36,Other,Albania,Jacket,H&M,,1,Us message total together over instead property social art along.,Positive,Yes,11,2022-03-14
da9c5dc6-5a52-4475-b88a-b7a4c90c7ab3,50,Male,French Guiana,Bag,Zara,321.0,2,State imagine trade network factor choose strong relationship behavior agreement near sell record think include.,Positive,Yes,80,2024-08-22
16e72243-373d-41b3-9d47-1f240c0c83db,43,Female,Timor-Leste,Dress,H&M,321.0,5,Dark Republican yet within mind thought individual forward each still least down.,Neutral,Yes,73,2020-09-24
38abf71f-0ebc-479b-934b-aa55c1e8d24a,29,Male,Christmas Island,Dress,Adidas,141.0,2,Community force network feel simple team until major tell child event last guess enter take gas page establish report family.,Neutral,Yes,41,2024-04-07
37c7c57d-c939-4653-930b-495c3ebe5be4,34,Male,Nicaragua,Dress,Nike,55.0,3,Box single positive level account participant nor relationship nor foot play break according condition hard.,Negative,Yes,47,2021-06-06
0681f297-0486-4256-ae6c-ea6c38547a43,43,Female,Bulgaria,Jacket,H&M,272.0,3,House many power citizen season serious successful cup summer body sing I operation.,Positive,Yes,90,2024-08-18
d016121e-264b-48d4-81ca-8b0b5cdb80d6,26,Female,French Southern Territories,Shoes,H&M,219.0,2,Military best easy town responsibility authority clear production enough herself avoid TV campaign over series perhaps past.,Negative,No,55,2021-07-21
443a0732-eec8-4e05-a72a-4febe2db3ed5,36,Female,Niue,Shoes,Uniqlo,445.0,5,Store one happen method rich national particular enter seat someone son technology fine prevent.,Positive,Yes,29,2021-07-22
28f84e7a-5fb0-4799-bb2a-c0f3fdab8b80,36,Female,Faroe Islands,Shoes,Adidas,16.0,1,News six help writer different fast film suddenly official organization Republican dark a thought responsibility thank where difference also.,Positive,Yes,29,
265b1758-8f70-49c3-b044-1819b7736142,40,Male,Wallis and Futuna,Jacket,Nike,293.0,2,Same example nice read present thousand series leader quality buy produce herself lay home president figure.,Positive,No,63,2022-07-27
de911a35-977d-48d8-9613-56bbd33ea509,53,Male,South Georgia and the South Sandwich Islands,Bag,Adidas,430.0,3,Win sea debate himself woman think way everything senior front democratic movie.,Positive,No,61,2020-11-15
f486dc79-fdc2-40a0-bc86-6b3021e01a50,52,Other,Vanuatu,Jeans,Zara,331.0,5,Actually million middle sense answer section find minute free can authority market.,Neutral,Yes,76,2021-02-07
2b0ded24-3809-4535-b975-b7bcae127e4e,24,Female,Thailand,Jeans,Nike,264.0,2,Forget often good hospital even history much law southern body test purpose professional her interview present approach serious.,Positive,Yes,35,2021-01-02
8a940aad-cf17-4f8f-b317-d3764eabd105,20,Other,Seychelles,Bag,H&M,245.0,4,Partner manager local trouble tree ever various represent record little vote.,Positive,Yes,6,
ea8bbbd9-d4ff-4317-9422-184f11dadf19,38,Female,Nicaragua,Jacket,Adidas,490.0,2,Statement who floor college return miss likely place cultural loss enter between while general campaign beat bill bill at.,Negative,No,2,2025-01-08
fd31b671-6ac7-426c-9cda-3e0979af716c,41,Male,Eritrea,Dress,Adidas,450.0,3,Environmental prevent over energy late none city involve dark foreign green employee best.,Positive,Yes,37,2022-12-06
d284e574-efd2-4917-8969-5333e6e4f1b3,51,Female,Hungary,Dress,H&M,71.0,3,A under something country enter involve boy fine skill choice send already year marriage fire garden say.,Negative,Yes,82,2023-03-27
5a7d4c93-c997-4cd7-a04d-fd6c8d80167d,19,Female,Somalia,Bag,Adidas,225.0,3,Poor be assume themselves plant building minute enough practice list old could eye.,Negative,No,79,2024-03-19
87a35f51-25cd-488b-82df-0b4cc58eb27f,40,Female,Malta,Jacket,Uniqlo,132.0,1,Throughout middle true budget recognize Republican carry its soldier analysis ahead finish hair level first west executive each now.,Negative,Yes,8,2021-03-25
112552e0-0252-49ad-92a3-9b7a55182e62,28,Other,Belgium,Dress,Gucci,150.0,2,Couple senior heart building light official employee various specific adult nothing fund.,Neutral,No,22,2022-12-31
e23c136d-08a8-4f78-a7e5-0255875c609c,32,Female,Zambia,Shoes,Zara,226.0,5,Bill change own improve model reflect me effect analysis.,Positive,Yes,27,2024-06-13
3b2519fb-13ea-47d1-86be-427814501bee,52,Female,Lithuania,T-shirt,Adidas,349.0,1,Realize after position can adult admit including will computer election throughout.,Negative,Yes,39,2023-08-31
c8226a06-80fa-4426-aa33-5ccc5a5570f2,48,Female,Monaco,Bag,Uniqlo,229.0,4,Letter computer direction argue trouble you every something their pull until agreement support.,Neutral,Yes,33,2021-09-14
184a2694-d09d-45a1-ba34-068c640be573,27,Female,Guatemala,Dress,Gucci,290.0,4,Nothing attorney management include voice get threat above relationship a.,Positive,Yes,57,
ee9535c5-819b-4c1a-91ef-7f64f711fe98,30,Male,Congo,Bag,Uniqlo,86.0,5,Inside produce particularly none source sort worry deal she watch bad.,Neutral,No,92,2021-04-25
957b7a2a-d659-447d-9b25-12de622efd42,56,Male,Marshall Islands,Jacket,H&M,174.0,1,Change treatment among him budget make wind buy lawyer value collection real threat parent else difference deep manage general.,Positive,Yes,38,2021-05-29
7a8dcd7d-99c9-442a-905d-e12b6dc3faaf,38,Female,Algeria,T-shirt,Uniqlo,408.0,4,Likely determine threat important list evening serious make nice energy letter friend partner strong but short popular difficult should accept.,Positive,Yes,79,2024-01-13
55110cb3-b5d9-46df-b7ff-0bfe43d9bd87,44,Female,Portugal,T-shirt,Adidas,223.0,5,Through maybe ability skill example bill probably ask child popular radio security one.,Positive,Yes,98,2025-01-01
8be3fb52-f9d4-4380-ad4f-5ddec41841b1,31,Female,Saudi Arabia,Dress,Gucci,35.0,3,Street single whatever him around network laugh defense check change.,Positive,Yes,8,2024-03-01
c96bbad9-eab1-4f6d-9f34-5d8d8642b8fc,40,Male,Cayman Islands,Jacket,H&M,337.0,3,Analysis live fine between size side truth data music writer question expert thank after image happy guy maybe state computer.,Neutral,Yes,28,2020-10-17
61452b72-9748-40ee-a15f-3a82e9dcb738,49,Female,Equatorial Guinea,Bag,Uniqlo,457.0,1,Purpose yourself few onto direction support almost shake which us.,Neutral,Yes,80,2020-06-19
e1ac2168-0995-4d11-bd2e-009b8e38d409,51,Male,United States of America,Jacket,Adidas,264.0,3,Beat drug what other work break keep table public magazine cultural democratic class include event stay family.,Neutral,Yes,40,2024-02-26
76c460f6-26aa-4a45-9992-59a937fc4e52,47,Male,Malta,Jacket,Adidas,139.0,5,Worry notice rock life per action society bring laugh chair what popular discussion describe heavy.,Positive,No,76,2024-12-06
25f2f864-f8d5-4187-a661-982986184699,33,Female,Sudan,Jacket,Gucci,236.0,4,Be both inside apply involve all budget some turn artist tax training.,Negative,Yes,50,2020-09-01
bd1d4c66-2489-4d0f-bd0d-6afbf027bd3a,26,Male,Austria,Shoes,Gucci,492.0,1,Finally husband catch real heart television general more eye.,Negative,Yes,26,2021-08-06
2f53e795-5e69-4d38-8ad4-d193ec1da47d,44,Female,Cayman Islands,Bag,Nike,50.0,2,Name south information each able probably room so not pattern also camera year give bar ok cover.,Neutral,Yes,52,2021-11-28
2e8e7a5c-98ea-4017-b8d6-8be7c607f288,44,Male,France,Jacket,Zara,180.0,5,Visit about between number thank spring senior thank road up build.,Positive,No,6,2022-05-03
d9a8151d-7b47-457e-9dce-af0201fb2551,59,Male,Isle of Man,T-shirt,Gucci,423.0,2,New sit with under wife mother low whole organization smile any scientist anyone manage these.,Neutral,Yes,40,2024-12-10
be887631-66b0-4add-8a38-01851912dcfe,41,Female,Croatia,Dress,Adidas,409.0,4,Probably though size hear parent investment new method clearly protect cultural begin professor.,Positive,Yes,73,2025-02-02
7eb83935-f6c1-494c-896f-926a8278c00d,56,Female,Zimbabwe,Shoes,H&M,193.0,2,Between apply all maybe both outside civil bar guess modern or city.,Positive,Yes,73,2021-06-03
750978ad-7eee-4774-94bc-e762e7da0277,38,Female,Switzerland,Jeans,Nike,349.0,2,Buy fact early group much too concern huge significant road sign standard student increase important reflect.,Positive,Yes,28,2024-09-22
8daa5913-bbdb-4489-91cc-311bdf0ab5b3,39,Female,Switzerland,Bag,Adidas,112.0,4,We group appear station allow worry certain choice check create.,Positive,Yes,79,
5f17c8fa-41cd-418c-ae08-c879fa57f69f,54,Male,Belize,Shoes,H&M,353.0,1,Whatever second office discover page rather early pay into.,Positive,No,8,2022-10-23
2b0dc503-e005-4a62-8c41-592d8bbbb2e6,33,Male,Turkey,Shoes,Nike,,1,Prepare thank structure magazine entire environment fact smile weight no.,Positive,Yes,65,2023-01-30
13b17d4f-640b-4eec-b058-6ee8308341df,39,Female,Armenia,Shoes,Gucci,,3,I strategy end read political his find now PM hundred price hundred skin.,Neutral,Yes,96,2024-10-26
be901784-fa9f-4f09-b4f3-d376bededae4,59,Male,Paraguay,T-shirt,Adidas,252.0,4,Under response state somebody wind hair paper develop this the firm prepare opportunity.,Neutral,Yes,72,
2f1e33e9-1a92-4b10-84c4-6be790645f96,58,Male,Nauru,Jeans,H&M,481.0,5,Law significant front authority college wish reveal make about big ever get once PM.,Positive,Yes,92,2021-01-11
f021a666-54a2-47d6-ab58-a08f66008244,40,Female,Monaco,Jacket,Nike,,2,Board dream close approach lay six whether his various fly leader American such morning ago benefit employee.,Positive,No,36,2023-04-23
8abc927a-f2e9-4d71-9adf-c4c5a26e6df0,51,Female,Western Sahara,Shoes,Zara,246.0,3,Machine stay material seven first middle station page music catch risk some method group model drive art least can score.,Negative,Yes,4,2024-10-12
8e182423-4aaa-472c-b3a2-a83d871648e8,19,Male,Tonga,Jacket,Nike,438.0,3,Various avoid those threat another sport east page indicate necessary end thing might consider by hot body practice.,Neutral,No,86,2023-10-03
f28e5f95-d101-4689-bc46-10fc5e6ee796,58,Female,Iran,Bag,Gucci,409.0,1,Player watch opportunity agree news option push behavior dream.,Positive,Yes,58,2024-08-12
de08bad0-219f-4d28-88a5-4866487a0a97,43,Female,Netherlands,T-shirt,Gucci,413.0,3,Statement vote charge arrive rock success production meet hour itself sure again he.,Positive,No,35,2022-01-04
962974d8-644d-48b2-b02c-257864dc5ffd,22,Female,Zambia,Jeans,Gucci,269.0,5,Write plan trade rather quite civil actually newspaper will save.,Negative,No,14,2020-07-20
c88f933b-445e-411e-9fee-eef336b2680a,41,Female,British Indian Ocean Territory (Chagos Archipelago),Jeans,Zara,68.0,5,Onto necessary dark five fight color society play laugh lay power green maybe senior.,Positive,No,2,
598df60e-09f5-44da-aee9-b52276f26e05,34,Male,Seychelles,T-shirt,Adidas,429.0,1,Officer leader speech build join state after call movie tend quality.,Neutral,No,25,2021-06-03
78e5e750-4c0d-4bab-b131-856c5879776a,30,Male,Niger,T-shirt,Adidas,376.0,3,Including him exist rule design commercial throughout less administration body.,Neutral,Yes,61,2024-11-14
99448559-20a9-4662-87e2-7c8a7ada2b49,39,Female,Antigua and Barbuda,Bag,H&M,243.0,1,Indeed strategy control best minute use learn strategy call race style hear teach music pull Mr.,Positive,Yes,73,
a61293ea-3512-4f04-b99b-06966d7d14c3,52,Female,Palestinian Territory,T-shirt,Uniqlo,315.0,3,Everyone rich bed perform among college young prove see author early agree important operation city prepare our national television.,Positive,Yes,81,2021-06-11
91eec95f-aa0c-4e62-9336-bcbe8db07134,53,Male,Guam,T-shirt,Nike,358.0,1,Discuss dream suggest do recognize cover spend career success after little should what conference three message read anything issue day.,Neutral,No,34,
9e448d6e-3eac-4853-b79d-b6abd001a244,27,Female,Seychelles,Shoes,H&M,95.0,2,Affect our production many without eat leader member power put but tough.,Positive,Yes,24,2025-03-02
db91d38a-3275-4bf2-8972-05c468e715d4,26,Male,Kenya,T-shirt,Uniqlo,282.0,5,Lead to even local future several own want administration four nice training yourself system listen onto can.,Neutral,No,50,2024-10-24
7eeea440-3f7e-48b1-82ca-ab0fa8f3520c,29,Male,Christmas Island,Dress,H&M,255.0,4,When about result Democrat stop near century look red avoid computer role player sea effort visit.,Neutral,Yes,82,2021-12-09
94683ce0-4790-4024-bac6-fc3fd3b4be96,37,Female,Saint Lucia,Dress,Zara,,1,Agency some choose several five guy bit onto range anyone social.,Neutral,No,33,2020-06-08
ac29a2b0-69ca-4827-830f-e1afe554272f,30,Male,Singapore,Shoes,Gucci,341.0,1,Practice plan interesting notice price program fly fund traditional their figure outside population policy improve.,Neutral,Yes,36,2021-04-24
f24894a6-10f3-4d17-a39e-a90c23420ad8,28,Female,Cook Islands,T-shirt,Zara,271.0,2,Despite spend finally small head offer down baby continue any.,Negative,No,16,2022-06-14
110b4924-07b0-4e68-bddb-5749ca60fbc7,25,Male,Guyana,T-shirt,Adidas,204.0,3,Else example positive bar material point son set prevent those represent.,Negative,Yes,52,2021-05-11
7a3709b7-1993-4104-aa52-dbfce54b13a9,35,Female,Madagascar,Shoes,Uniqlo,317.0,1,Major employee give example cell or character rich society million.,Neutral,No,24,2022-02-15
c4f0844c-1dd8-4fea-899f-a00fea67b1d4,45,Other,Israel,Bag,Zara,241.0,1,Various business ok music while building Congress marriage parent soon oil five song parent tough.,Positive,Yes,84,2023-11-24
674c7cf7-8394-4114-abac-03bca82c926c,45,Male,Pitcairn Islands,Shoes,Uniqlo,158.0,3,Attack thus item purpose field seven black debate company coach opportunity rule instead them able seem watch.,Positive,Yes,31,2024-04-12
aaee5fed-8eae-4461-8efd-07f728e32d5d,51,Male,Ireland,Shoes,H&M,20.0,1,Eat growth score remain cover make now serious fish meeting world trip hard station gun herself listen father into.,Neutral,No,54,2022-04-19
ace93c50-3478-42cf-9a07-dbe7008069a3,26,Female,Senegal,Dress,H&M,28.0,3,Voice enough any bad box direction wait visit white practice itself bag.,Negative,Yes,83,2024-09-07
be024396-7872-42d8-9975-049e9120bbd1,22,Female,Hungary,Dress,Nike,,1,Always international father gun school goal always charge start not author left kitchen whom.,Negative,No,29,2023-06-01
74fe57d9-26c7-4fa3-b3ea-20e1b488815b,19,Female,Solomon Islands,Shoes,Uniqlo,281.0,2,Quickly police mean around most learn fine join others anyone participant star such former music enter own law force.,Neutral,No,31,2021-03-23
fa0fa16e-478e-497e-9d1a-d0e7b6f60dfb,34,Female,Korea,Shoes,Adidas,458.0,4,Their cold case peace some evening professional catch adult owner natural area American seat magazine.,Positive,No,23,2020-11-20
7e0f1877-fa84-4c8a-96e3-0af79d28419f,45,Female,Nigeria,Shoes,H&M,321.0,2,Generation approach science environmental safe represent though power hold never pattern compare.,Positive,Yes,16,2021-09-22
909f0976-de2b-4ba0-8ee7-27ae94bc5311,39,Female,Cook Islands,Jeans,Gucci,263.0,1,Commercial public benefit where program few because consider stand whole section third sport seek Republican something role thought read meet.,Positive,Yes,93,2023-03-11
5036dc33-194a-4551-926f-dcb4ef3823d9,45,Female,Malta,Jeans,Zara,347.0,4,Nation marriage case thousand method remember audience various next personal base consumer respond article executive quickly politics production.,Negative,No,31,2022-05-11
c34b4ce7-d783-4a88-a057-9ed00727faad,52,Female,Equatorial Guinea,Jacket,H&M,286.0,5,Professional better now Democrat when east stay success party whose challenge road back phone art.,Positive,Yes,8,2021-07-02
2f382eea-2be4-47c2-83b7-3169a0cb6184,52,Male,Angola,Jeans,Zara,153.0,3,Entire onto hundred student argue TV recognize economic guess pay call a budget key beat.,Positive,Yes,91,2024-10-02
e9fc52b8-ca0c-417f-b211-ffb3fedf003b,22,Male,Netherlands,T-shirt,H&M,215.0,5,Hour model land attack glass operation well level yet former every though can design dark other must pattern near.,Positive,Yes,44,2021-10-11
220f2d96-f19a-4946-822e-7b38e6218398,38,Male,Cuba,Jacket,Nike,227.0,3,Ready cause skill town current for fall without fund.,Neutral,Yes,15,2021-12-01
bdedac28-2c44-4b17-b151-1add316ead14,55,Male,Pitcairn Islands,T-shirt,Zara,177.0,3,Late open pretty magazine short myself simply cut tax next mother.,Positive,Yes,97,2023-04-13
de2bec15-6066-4827-b057-b7d800590777,33,Female,Macao,Jacket,H&M,,3,Parent down there area during off shake wall again base will short recognize himself she whole seem always north process.,Positive,Yes,45,2024-11-10
8523f017-eaa7-41ca-8aa9-65aaff6f480d,30,Female,Zimbabwe,Dress,Gucci,390.0,1,Type heavy listen form alone area say water base challenge hard traditional television radio stay research lay turn change.,Positive,Yes,10,2024-04-06
7386df87-f153-442a-a6d9-8009d1c8aa65,40,Other,Bulgaria,Dress,H&M,404.0,4,Along campaign movie simple different at pass hard bank piece kitchen usually need base cultural likely.,Positive,Yes,26,2021-09-26
43b67378-daa2-4a63-a305-7c19e0094886,41,Female,Mauritania,Dress,Gucci,231.0,5,Store fly energy rest every fact read admit future stuff smile itself director simply positive.,Neutral,Yes,4,2024-08-11
8e4e20fc-699f-4dc5-a2e3-ebf7bbb08e7d,18,Female,Togo,T-shirt,Nike,313.0,2,Reduce when plan well wall culture sure never physical.,Positive,No,43,2020-09-29
6aad7262-543e-4478-884f-672fcf07ec3c,39,Male,Cuba,Dress,Uniqlo,400.0,3,Cup represent story hold raise political why develop step national since item sell stock such sure.,Neutral,Yes,35,
67de5762-de6e-48c9-9259-fa85b1635a3e,41,Female,Macedonia,Dress,Zara,99.0,5,Employee stay suddenly event together total daughter they Mrs section us report single station open young ground every popular involve.,Positive,Yes,93,2023-05-20
d3d6401a-0549-4a67-840d-98722c760c17,56,Male,Bulgaria,Jeans,Nike,462.0,2,Where alone president attack most piece question somebody together color line available stuff gas development final.,Positive,Yes,97,2023-06-15
0ac4bb3f-5d3c-4a6b-8dcc-8fdda0f61ec0,22,Female,Monaco,T-shirt,Nike,370.0,2,Country edge factor appear house under visit pressure history collection along recognize book body market usually try fund modern.,Neutral,Yes,82,
a38c8d43-a7ab-45f0-a940-1a44796408a4,54,Male,Somalia,Jeans,Adidas,489.0,1,Executive law third more should whether attack then whole interview politics example remain student.,Positive,No,87,2024-07-08
05a2a5b9-5b92-4caf-946b-fb9bcf1eb723,31,Female,Latvia,Jeans,Gucci,100.0,1,Threat position there off before night evidence camera cup so bag school design.,Positive,Yes,60,2024-07-04
2485a05e-9119-4884-8eaa-2dd5655fc21d,44,Other,Finland,Jeans,H&M,306.0,1,Song them myself natural concern power citizen election cultural old something food part no develop close television different where majority.,Neutral,No,15,2021-11-06
7546dd77-5a9c-49a2-9d7c-315f87bb79e7,28,Male,Cayman Islands,Bag,Adidas,407.0,4,Only determine office west special right report address democratic pass back trade pay letter structure.,Negative,No,20,2021-01-31
e2053344-f47c-4d64-8896-9146985c7e7b,26,Female,Vietnam,T-shirt,Gucci,171.0,5,Audience some through drop civil seem travel how me will land expect hand already per.,Positive,No,66,2022-06-26
06900030-455e-41ee-bc9b-5776c827fda5,45,Female,Saint Lucia,Shoes,Zara,238.0,3,Improve pass your Congress them PM put bag behind.,Neutral,No,98,
88ac93f3-ea8d-4881-9647-d564c45bb3b4,32,Other,Sri Lanka,Bag,Zara,257.0,4,Positive skin huge entire style night near age American hospital Congress recognize investment structure writer somebody factor.,Positive,Yes,23,2020-07-12
78784264-d911-43d8-ba13-a7bab9abeffa,52,Male,Thailand,Shoes,Zara,,4,Small only where mention fish mean car election land work president high rich girl.,Neutral,Yes,11,2022-09-11
5d3f3ab3-4fb7-4fbc-82af-8615c67e51b4,48,Female,Monaco,Dress,Nike,117.0,1,Information democratic attorney not know reach strong well ground whether six pay simply material way ever.,Neutral,No,17,2022-03-25
0012cf8f-207f-49b9-8c3c-7dea1f26da36,54,Male,United States Minor Outlying Islands,T-shirt,Zara,92.0,3,Center grow black community do fact full summer create civil home section president want live need national approach right science similar.,Positive,No,43,2024-08-28
7e3aa25d-610f-4308-86b4-444ab675aba9,37,Male,Myanmar,Dress,Zara,204.0,1,Sit number create although suggest home model some trial.,Neutral,No,59,2022-03-02
b146b68a-f07e-4f44-b3b9-e98855c8df57,39,Male,Myanmar,Jeans,Zara,238.0,2,Approach stock name enter back less avoid site it environmental question less art son represent.,Positive,No,5,2021-10-19
9fba6d6b-0958-48e6-bd07-5d89b5392515,26,Female,Tanzania,T-shirt,Adidas,371.0,4,Cause such rate option ever possible challenge challenge may ago process threat.,Positive,Yes,25,2022-03-05
9497da81-51f6-4c84-a044-cc55fd3e880b,50,Female,Malawi,Bag,Uniqlo,311.0,4,Cold international manager yeah into explain relate per during drive develop rather new national approach.,Neutral,Yes,3,2023-11-24
62d29871-cc5c-4696-a594-357f1088cd94,36,Female,Greenland,Jeans,Nike,495.0,3,Meeting happy industry field reflect listen wrong material sit region on nor take.,Negative,Yes,94,2021-08-16
4310f6b1-e86a-4528-a897-f8a69fd851af,51,Male,Norway,Jeans,Uniqlo,151.0,3,Hotel arm power region eye between establish yes final nice like indicate pay value training attorney face she will.,Positive,No,26,2021-09-06
755c99e5-b8ad-4e45-8f1f-ab81d0dd2f3f,24,Male,Vanuatu,Shoes,Nike,227.0,5,Sometimes per big performance control name range clear option add strategy way college hot where certain spring.,Negative,No,30,
f777a025-ff22-4e38-af46-7f33a01f236d,39,Male,Gabon,Jeans,Uniqlo,183.0,5,Surface even raise speech while federal structure series individual bar speech rather ago wall tend.,Positive,No,1,2025-03-19
ef83c80f-0f62-4986-81f4-321f7786e82b,27,Male,Marshall Islands,T-shirt,Nike,72.0,2,Doctor small crime interest choose middle card able game music recent herself society prove economic music leader often wear manage.,Neutral,No,1,2022-09-27
400a0e03-ffe1-4641-abf2-3f38139081de,30,Male,Singapore,Jacket,Gucci,197.0,1,Standard upon dinner against turn rise Democrat particular will who able open huge TV amount perform section fire.,Positive,Yes,14,2022-02-26
ca75de27-b49e-4201-a0da-d724a64d805d,44,Male,United Arab Emirates,Jeans,Adidas,186.0,5,Buy security executive agency really here before author coach but quite.,Negative,Yes,18,2023-11-11
77d58f82-5b74-4288-919e-bca76fe67b3c,51,Male,Nicaragua,Bag,Gucci,476.0,2,Career high member really official consumer though power page accept here available just.,Neutral,No,88,2024-02-19
5f3d79c7-beeb-464e-b40e-bf1a83cea1c0,43,Female,Bermuda,Dress,Adidas,462.0,2,Stop address follow will word such opportunity traditional sense success imagine store involve though data bill often.,Positive,Yes,91,2021-01-10
d6cd0acc-7376-41df-bb60-c06dfa8bd451,24,Male,Brazil,Jacket,Gucci,407.0,4,Wear than level Mr according ask plant agency week lose food end fast discover phone professor Congress significant certain.,Neutral,Yes,85,
bfc672f1-8336-4f8d-bdbc-75e6ce4995af,59,Male,Thailand,T-shirt,Adidas,423.0,4,Quite soon plan bed firm data business design tell bill spend involve.,Neutral,Yes,94,
d219eb6b-20bc-40db-b8ba-f3f111ed91c1,24,Male,Gibraltar,Bag,Nike,113.0,5,Of laugh no act true eight foot school character hair establish tough thousand head individual market.,Negative,No,80,2024-12-25
8a1f4683-280a-45bf-b52a-224b0d618583,48,Male,Colombia,Dress,Adidas,349.0,2,Hold per raise speak leg look environment majority up light.,Positive,No,1,2022-11-20
e3978da6-77d5-4282-82b2-7ba8fc5356be,41,Male,Kuwait,Jacket,Adidas,285.0,3,Star place senior subject amount successful tell tax issue middle much relationship participant onto call.,Positive,No,85,2021-07-07
51333851-1df8-4702-8762-b7de04c73e32,23,Other,Iceland,Dress,Uniqlo,260.0,5,Interview issue do close concern explain memory window school must dinner team.,Neutral,No,7,2022-02-16
0959e892-b607-4513-bba8-be2d1d962598,21,Female,Marshall Islands,Bag,Nike,453.0,1,Even account catch mind apply conference huge easy tell bad quickly work weight value total.,Positive,Yes,25,2022-08-31
b62faaa2-92a9-4aec-9a86-8ca279214f89,49,Male,Afghanistan,Bag,Gucci,405.0,2,Budget bank might culture within house southern impact rock law skin thus certainly seek heavy agreement few send.,Positive,Yes,25,2021-05-29
4ed9efcf-d86a-4102-b5fb-6cd83516851a,53,Female,Seychelles,Jeans,Nike,45.0,1,Must shoulder those all cut tree material it clear pass simply Republican interesting.,Neutral,Yes,97,2023-01-24
3396168e-3f84-4405-b1af-c024e4caba2c,58,Male,Norfolk Island,Jacket,Nike,83.0,3,Our enter TV occur share who name present collection behavior media feeling full so throw picture action current team.,Negative,Yes,41,2023-09-02
9e23bac4-86f4-41cc-9222-5de443ac4cad,51,Female,Czech Republic,Bag,H&M,457.0,5,End method those ability fire day summer when recently of office Republican parent impact manager.,Negative,Yes,47,2023-04-28
99ec3097-d845-4eae-9bc9-7ee174f98104,28,Male,Somalia,T-shirt,Zara,177.0,1,System both moment above pass people program computer economic boy add road recently check large particularly large.,Positive,No,87,2023-11-11
7d045fce-53ce-4ca2-a723-e94307d25619,23,Other,South Africa,Jeans,Gucci,,3,Effort note concern enjoy seem evening mother history drop.,Negative,Yes,87,2023-08-25
6dfaa6c5-7fbd-45c8-88de-5616af348dee,33,Male,Czech Republic,T-shirt,Uniqlo,349.0,3,Often social social and else cold most herself ready theory drug station realize film catch direction he use work couple.,Positive,Yes,45,2020-08-13
